SeqId	Protein.(short.name)	Protein.(full.name)	Gene	Remark	Included.in.analysis	UniProt	Organism	Type	Ensembl.Gene.ID	Entrez.Gene.ID	HGNC.ID
10710_23	ZPBP2	Zona pellucida-binding protein 2	ZPBP2	NA	Yes	Q6X784	human	Protein	ENSG00000186075	124626	HGNC:20678
10713_151	CLM7	CMRF35-like molecule 7	CD300LB	NA	Yes	A8K4G0	human	Protein	ENSG00000178789	124599	HGNC:30811
10714_7	ACE	Angiotensin-converting enzyme	ACE	NA	Yes	P12821	human	Protein	ENSG00000159640	1636	HGNC:2707
10715_5	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10716_35	PSMD5	26S proteasome non-ATPase regulatory subunit 5	PSMD5	NA	Yes	Q16401	human	Protein	ENSG00000095261	5711	HGNC:9563
10721_76	HSP 70	Heat shock 70 kDa protein 1A	HSPA1A	HSP 70 binding	No	P0DMV8	human	Protein	ENSG00000232804	3303	HGNC:5232
10722_13	KSYK	Tyrosine-protein kinase SYK	SYK	NA	Yes	P43405	human	Protein	ENSG00000165025	6850	HGNC:11491
10723_41	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10731_10	HS3S5	Heparan sulfate glucosamine 3-O-sulfotransferase 5	HS3ST5	NA	Yes	Q8IZT8	human	Protein	ENSG00000249853	222537	HGNC:19419
10734_339	G3ST2	Galactose-3-O-sulfotransferase 2	GAL3ST2	NA	Yes	Q9H3Q3	human	Protein	ENSG00000154252	64090	HGNC:24869
10737_96	Serpin B1	Leukocyte elastase inhibitor	SERPINB1	NA	Yes	P30740	human	Protein	ENSG00000021355	1992	HGNC:3311
10748_216	PCDB2	Protocadherin beta-2	PCDHB2	NA	Yes	Q9Y5E7	human	Protein	ENSG00000112852	56133	HGNC:8687
10749_18	HSP 70	Heat shock 70 kDa protein 1A	HSPA1A	HSP 70 binding	No	P0DMV8	human	Protein	ENSG00000232804	3303	HGNC:5232
10752_8	CDYL2	Chromodomain Y-like protein 2	CDYL2	NA	Yes	Q8N8U2	human	Protein	ENSG00000166446	124359	HGNC:23030
10753_31	ADAM7	Disintegrin and metalloproteinase domain-containing protein 7	ADAM7	NA	Yes	Q9H2U9	human	Protein	ENSG00000069206	8756	HGNC:214
10754_113	Prokineticin-2	Prokineticin-2	PROK2	NA	Yes	Q9HC23	human	Protein	ENSG00000163421	60675	HGNC:18455
10756_34	UCN3	Urocortin-3	UCN3	NA	Yes	Q969E3	human	Protein	ENSG00000178473	114131	HGNC:17781
10758_2	KERA	Keratocan	KERA	NA	Yes	O60938	human	Protein	ENSG00000139330	11081	HGNC:6309
10760_107	GRIA4	Glutamate receptor 4	GRIA4	NA	Yes	P48058	human	Protein	ENSG00000152578	2893	HGNC:4574
10761_5	TMED2	Transmembrane emp24 domain-containing protein 2	TMED2	NA	Yes	Q15363	human	Protein	ENSG00000086598	10959	HGNC:16996
10762_2	KLRG2	Killer cell lectin-like receptor subfamily G member 2	KLRG2	NA	Yes	A4D1S0	human	Protein	ENSG00000188883	346689	HGNC:24778
10767_52	GPR64	G-protein coupled receptor 64	GPR64	NA	Yes	Q8IZP9	human	Protein	ENSG00000173698	10149	HGNC:4516
10772_21	CGAT2	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	CSGALNACT2	NA	Yes	Q8N6G5	human	Protein	ENSG00000169826	55454	HGNC:24292
10781_19	CLC4G	C-type lectin domain family 4 member G	CLEC4G	NA	Yes	Q6UXB4	human	Protein	ENSG00000182566	339390	HGNC:24591
10785_8	LRC52	Leucine-rich repeat-containing protein 52	LRRC52	NA	Yes	Q8N7C0	human	Protein	ENSG00000162763	440699	HGNC:32156
10791_21	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10798_4	CLM2	CMRF35-like molecule 2	CD300E	NA	Yes	Q496F6	human	Protein	ENSG00000186407	342510	HGNC:28874
10800_15	Collagen-binding protein	Serpin H1	SERPINH1	NA	Yes	P50454	human	Protein	ENSG00000149257	871	HGNC:1546
10803_22	HSP 70	Heat shock 70 kDa protein 1A	HSPA1A	HSP 70 binding	No	P0DMV8	human	Protein	ENSG00000232804	3303	HGNC:5232
10809_14	KLRB1	Killer cell lectin-like receptor subfamily B member 1	KLRB1	NA	Yes	Q12918	human	Protein	ENSG00000111796	3820	HGNC:6373
10814_7	CD1A	T-cell surface glycoprotein CD1a	CD1A	NA	Yes	P06126	human	Protein	ENSG00000158477	909	HGNC:1634
10815_2	HABP4	Intracellular hyaluronan-binding protein 4	HABP4	NA	Yes	Q5JVS0	human	Protein	ENSG00000130956	22927	HGNC:17062
10816_150	PILRA isoform FDF03-M14	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14	PILRA	NA	Yes	Q9UKJ1	human	Protein	NA	NA	HGNC:20396
10817_26	TO20L	TOMM20-like protein 1	TOMM20L	NA	Yes	Q6UXN7	human	Protein	ENSG00000196860	387990	HGNC:33752
10818_36	ASM	Sphingomyelin phosphodiesterase	SMPD1	NA	Yes	P17405	human	Protein	ENSG00000166311	6609	HGNC:11120
10823_19	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10825_12	VSI10	V-set and immunoglobulin domain-containing protein 10	VSIG10	NA	Yes	Q8N0Z9	human	Protein	ENSG00000176834	54621	HGNC:26078
10827_67	LIGO3	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	LINGO3	NA	Yes	P0C6S8	human	Protein	ENSG00000220008	645191	HGNC:21206
10830_5	K0494	EF-hand calcium-binding domain-containing protein 14	EFCAB14	NA	Yes	O75071	human	Protein	ENSG00000159658	9813	HGNC:29051
10832_24	B4GT6	Beta-1,4-galactosyltransferase 6	B4GALT6	NA	Yes	Q9UBX8	human	Protein	ENSG00000118276	9331	HGNC:929
10833_64	HHIP	Hedgehog-interacting protein	HHIP	NA	Yes	Q96QV1	human	Protein	ENSG00000164161	64399	HGNC:14866
10835_25	A4GCT	Alpha-1,4-N-acetylglucosaminyltransferase	A4GNT	NA	Yes	Q9UNA3	human	Protein	ENSG00000118017	51146	HGNC:17968
10842_7	GCNT4	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	GCNT4	NA	Yes	Q9P109	human	Protein	ENSG00000176928	51301	HGNC:17973
10847_1	SIG15	Sialic acid-binding Ig-like lectin 15	SIGLEC15	NA	Yes	Q6ZMC9	human	Protein	ENSG00000197046	284266	HGNC:27596
10848_137	BTNL3	Butyrophilin-like protein 3	BTNL3	NA	Yes	Q6UXE8	human	Protein	ENSG00000168903	10917	HGNC:1143
10851_77	IL27B	Interleukin-27 subunit beta	EBI3	NA	Yes	Q14213	human	Protein	ENSG00000105246	10148	HGNC:3129
10852_114	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	NA	Yes	O14979	human	Protein	ENSG00000152795	9987	HGNC:5037
10866_60	P4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	SMEK1	NA	Yes	Q6IN85	human	Protein	ENSG00000100796	55671	HGNC:20219
10876_300	BRAT1	BRCA1-associated ATM activator 1	BRAT1	NA	Yes	Q6PJG6	human	Protein	ENSG00000106009	221927	HGNC:21701
10880_38	F163B	Protein FAM163B	FAM163B	NA	Yes	P0C2L3	human	Protein	ENSG00000196990	642968	HGNC:33277
10882_12	Desmocollin-1	Desmocollin-1	DSC1	NA	Yes	Q08554	human	Protein	ENSG00000134765	1823	HGNC:3035
10885_36	CF089	Bombesin receptor-activated protein C6orf89	C6orf89	NA	Yes	Q6UWU4	human	Protein	ENSG00000198663	221477	HGNC:21114
10888_4	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10889_2	MRAP2	Melanocortin-2 receptor accessory protein 2	MRAP2	NA	Yes	Q96G30	human	Protein	ENSG00000135324	112609	HGNC:21232
10890_135	LCTL	Lactase-like protein	LCTL	NA	Yes	Q6UWM7	human	Protein	ENSG00000188501	197021	HGNC:15583
10892_8	OSMR	Oncostatin-M-specific receptor subunit beta	OSMR	NA	Yes	Q99650	human	Protein	ENSG00000145623	9180	HGNC:8507
10895_28	TM11B	Transmembrane protease serine 11B	TMPRSS11B	NA	Yes	Q86T26	human	Protein	ENSG00000185873	132724	HGNC:25398
10900_272	STMN2	Stathmin-2	STMN2	NA	Yes	Q93045	human	Protein	ENSG00000104435	11075	HGNC:10577
10902_53	APRV1	Retroviral-like aspartic protease 1	ASPRV1	NA	Yes	Q53RT3	human	Protein	ENSG00000244617	151516	HGNC:26321
10903_50	STX8	Syntaxin-8	STX8	NA	Yes	Q9UNK0	human	Protein	ENSG00000170310	9482	HGNC:11443
10907_116	NTRI	Neurotrimin	NTM	NA	Yes	Q9P121	human	Protein	ENSG00000182667	50863	HGNC:17941
10908_2	GLT13	Polypeptide N-acetylgalactosaminyltransferase 13	GALNT13	NA	Yes	Q8IUC8	human	Protein	ENSG00000144278	114805	HGNC:23242
10910_6	CEAM4	Carcinoembryonic antigen-related cell adhesion molecule 4	CEACAM4	NA	Yes	O75871	human	Protein	ENSG00000105352	1089	HGNC:1816
10914_4	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10916_44	PLA2R	Secretory phospholipase A2 receptor	PLA2R1	NA	Yes	Q13018	human	Protein	ENSG00000153246	22925	HGNC:9042
10917_40	GBGT2	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	GNGT2	NA	Yes	O14610	human	Protein	ENSG00000167083	2793	HGNC:4412
10924_258	NEUFC	Neuferricin	CYB5D2	NA	Yes	Q8WUJ1	human	Protein	ENSG00000167740	124936	HGNC:28471
10927_65	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10933_107	CABP8	Calcium-binding protein 8	CALN1	NA	Yes	Q9BXU9	human	Protein	ENSG00000183166	83698	HGNC:13248
10938_13	sLFA-3	Lymphocyte function-associated antigen 3	CD58	NA	Yes	P19256	human	Protein	ENSG00000116815	965	HGNC:1688
10939_16	PKHA4	Pleckstrin homology domain-containing family A member 4	PLEKHA4	NA	Yes	Q9H4M7	human	Protein	ENSG00000105559	57664	HGNC:14339
10940_25	SRCA	Sarcalumenin	SRL	NA	Yes	Q86TD4	human	Protein	ENSG00000185739	6345	HGNC:11295
10943_36	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10945_11	Syntaxin-6	Syntaxin-6	STX6	NA	Yes	O43752	human	Protein	ENSG00000135823	10228	HGNC:11441
10948_14	PLD3	Phospholipase D3	PLD3	NA	Yes	Q8IV08	human	Protein	ENSG00000105223	23646	HGNC:17158
10949_59	RLA2	60S acidic ribosomal protein P2	RPLP2	NA	Yes	P05387	human	Protein	ENSG00000177600	6181	HGNC:10377
10953_14	CLC2A	C-type lectin domain family 2 member A	CLEC2A	NA	Yes	Q6UVW9	human	Protein	ENSG00000188393	387836	HGNC:24191
10955_4	CLC10	C-type lectin domain family 10 member A	CLEC10A	NA	Yes	Q8IUN9	human	Protein	ENSG00000132514	10462	HGNC:16916
10956_82	GCSH	Glycine cleavage system H protein, mitochondrial	GCSH	NA	Yes	P23434	human	Protein	ENSG00000140905	2653	HGNC:4208
10959_125	BET1L	BET1-like protein	BET1L	NA	Yes	Q9NYM9	human	Protein	NA	51272	HGNC:19348
10961_15	TIG3	Retinoic acid receptor responder protein 3	RARRES3	NA	Yes	Q9UL19	human	Protein	ENSG00000133321	5920	HGNC:9869
10962_46	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
10974_20	ISK7	Serine protease inhibitor Kazal-type 7	SPINK7	NA	Yes	P58062	human	Protein	ENSG00000145879	84651	HGNC:24643
10975_59	MUCL1	Mucin-like protein 1	MUCL1	NA	Yes	Q96DR8	human	Protein	ENSG00000172551	118430	HGNC:30588
10977_55	UCMA	Unique cartilage matrix-associated protein	UCMA	NA	Yes	Q8WVF2	human	Protein	ENSG00000165623	221044	HGNC:25205
10978_39	SOM2	Growth hormone variant	GH2	NA	Yes	P01242	human	Protein	ENSG00000136487	2689	HGNC:4262
10981_56	NRG3	Pro-neuregulin-3, membrane-bound isoform	NRG3	NA	Yes	P56975	human	Protein	ENSG00000185737	10718	HGNC:7999
10990_21	LRRK2	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	NA	Yes	Q5S007	human	Protein	ENSG00000188906	NA	HGNC:18618
11067_13	Osteocalcin	Osteocalcin	BGLAP	NA	Yes	P02818	human	Protein	ENSG00000242252	632	HGNC:1043
11071_1	IL-5	Interleukin-5	IL5	NA	Yes	P05113	human	Protein	ENSG00000113525	3567	HGNC:6016
11089_7	IgA	Immunoglobulin A	IGHA1|IGHA2	multiple gene id	No	P01876|P01877	human	Protein	NA	3493|3494	HGNC:5478|HGNC:5479
11094_104	LPPL	Galectin-10	CLC	NA	Yes	Q05315	human	Protein	ENSG00000105205	1178	HGNC:2014
11096_57	HEMK2	HemK methyltransferase family member 2	N6AMT1	NA	Yes	Q9Y5N5	human	Protein	ENSG00000156239	29104	HGNC:16021
11098_1	PDXK	Pyridoxal kinase	PDXK	NA	Yes	O00764	human	Protein	ENSG00000160209	8566	HGNC:8819
11101_18	TLR4	Toll-like receptor 4	TLR4	NA	Yes	O00206	human	Protein	ENSG00000136869	7099	HGNC:11850
11102_22	REG4	Regenerating islet-derived protein 4	REG4	NA	Yes	Q9BYZ8	human	Protein	ENSG00000134193	83998	HGNC:22977
11103_24	HSP 27	Heat shock protein beta-1	HSPB1	NA	Yes	P04792	human	Protein	ENSG00000106211	3315	HGNC:5246
11104_13	YKL-40	Chitinase-3-like protein 1	CHI3L1	NA	Yes	P36222	human	Protein	ENSG00000133048	1116	HGNC:1932
11105_171	Alpha enolase	Alpha-enolase	ENO1	NA	Yes	P06733	human	Protein	ENSG00000074800	2023	HGNC:3350
11107_25	TEN3	Teneurin-3	TENM3	NA	Yes	Q9P273	human	Protein	ENSG00000218336	55714	HGNC:29944
11109_56	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	SVEP1	NA	Yes	Q4LDE5	human	Protein	ENSG00000165124	79987	HGNC:15985
11110_4	TM119	Transmembrane protein 119	TMEM119	NA	Yes	Q4V9L6	human	Protein	ENSG00000183160	NA	HGNC:27884
11112_18	KISHA	Protein kish-A	TMEM167A	NA	Yes	Q8TBQ9	human	Protein	ENSG00000174695	153339	HGNC:28330
11116_16	CK087	Uncharacterized protein C11orf87	C11orf87	NA	Yes	Q6NUJ2	human	Protein	ENSG00000185742	NA	HGNC:33788
11117_2	SPT20	Spermatogenesis-associated protein 20	SPATA20	NA	Yes	Q8TB22	human	Protein	ENSG00000006282	64847	HGNC:26125
11118_107	RAB17	Ras-related protein Rab-17	RAB17	NA	Yes	Q9H0T7	human	Protein	ENSG00000124839	NA	HGNC:16523
11120_49	NAT14	N-acetyltransferase 14	NAT14	NA	Yes	Q8WUY8	human	Protein	ENSG00000090971	NA	HGNC:28918
11122_97	SPG21	Maspardin	SPG21	NA	Yes	Q9NZD8	human	Protein	ENSG00000090487	NA	HGNC:20373
11126_102	TRIO	Triple functional domain protein	TRIO	NA	Yes	O75962	human	Protein	ENSG00000038382	7204	HGNC:12303
11128_29	T132C	Transmembrane protein 132C	TMEM132C	NA	Yes	Q8N3T6	human	Protein	ENSG00000181234	92293	HGNC:25436
11129_66	BMP15	Bone morphogenetic protein 15	BMP15	NA	Yes	O95972	human	Protein	ENSG00000130385	9210	HGNC:1068
11130_158	CACB4	Voltage-dependent L-type calcium channel subunit beta-4	CACNB4	NA	Yes	O00305	human	Protein	ENSG00000182389	NA	HGNC:1404
11134_30	RF1ML	Peptide chain release factor 1-like, mitochondrial	MTRF1L	NA	Yes	Q9UGC7	human	Protein	ENSG00000112031	NA	HGNC:21051
11135_5	RM55	39S ribosomal protein L55, mitochondrial	MRPL55	NA	Yes	Q7Z7F7	human	Protein	ENSG00000162910	128308	HGNC:16686
11137_43	IL3RB	Cytokine receptor common subunit beta	CSF2RB	NA	Yes	P32927	human	Protein	ENSG00000100368	1439	HGNC:2436
11138_16	RUNX3	Runt-related transcription factor 3	RUNX3	NA	Yes	Q13761	human	Protein	ENSG00000020633	864	HGNC:10473
11139_4	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
11140_56	CO1A1	Collagen alpha-1(I) chain	COL1A1	NA	Yes	P02452	human	Protein	ENSG00000108821	1277	HGNC:2197
11142_11	ANGL1	Angiopoietin-related protein 1	ANGPTL1	NA	Yes	O95841	human	Protein	ENSG00000116194	9068	HGNC:489
11143_32	NOE3	Noelin-3	OLFM3	NA	Yes	Q96PB7	human	Protein	ENSG00000118733	118427	HGNC:17990
11144_10	DB116	Beta-defensin 116	DEFB116	NA	Yes	Q30KQ4	human	Protein	ENSG00000215545	245930	HGNC:18097
11145_72	K154L	UPF0606 protein KIAA1549L	KIAA1549L	NA	Yes	Q6ZVL6	human	Protein	ENSG00000110427	NA	HGNC:24836
11146_4	TBX22	T-box transcription factor TBX22	TBX22	NA	Yes	Q9Y458	human	Protein	ENSG00000122145	NA	HGNC:11600
11147_17	TRML1	Trem-like transcript 1 protein	TREML1	NA	Yes	Q86YW5	human	Protein	ENSG00000161911	340205	HGNC:20434
11149_3	TLR1	Toll-like receptor 1	TLR1	NA	Yes	Q15399	human	Protein	ENSG00000174125	7096	HGNC:11847
11152_46	kallikrein 13	Kallikrein-13	KLK13	NA	Yes	Q9UKR3	human	Protein	ENSG00000167759	26085	HGNC:6361
11154_3	NF2L1	Nuclear factor erythroid 2-related factor 1	NFE2L1	NA	Yes	Q14494	human	Protein	ENSG00000082641	4779	HGNC:7781
11155_16	CO6A5	Collagen alpha-5(VI) chain	COL6A5	NA	Yes	A8TX70	human	Protein	ENSG00000172752	NA	HGNC:26674
11157_35	HSP 70	Heat shock 70 kDa protein 1A	HSPA1A	HSP 70 binding	No	P0DMV8	human	Protein	ENSG00000232804	3303	HGNC:5232
11158_40	BICR1	Bicaudal D-related protein 1	CCDC64	NA	Yes	Q6ZP65	human	Protein	ENSG00000135127	NA	HGNC:28095
11160_56	RN122	RING finger protein 122	RNF122	NA	Yes	Q9H9V4	human	Protein	ENSG00000133874	NA	HGNC:21147
11161_5	SPG20	Spartin	SPG20	NA	Yes	Q8N0X7	human	Protein	ENSG00000133104	NA	HGNC:18514
11162_37	EQTN	Equatorin	EQTN	NA	Yes	Q9NQ60	human	Protein	ENSG00000120160	NA	HGNC:1359
11163_7	F162B	Protein FAM162B	FAM162B	NA	Yes	Q5T6X4	human	Protein	ENSG00000183807	NA	HGNC:21549
11164_7	TEN2	Teneurin-2	TENM2	NA	Yes	Q9NT68	human	Protein	ENSG00000145934	NA	HGNC:29943
11167_6	MTMR1	Myotubularin-related protein 1	MTMR1	NA	Yes	Q13613	human	Protein	ENSG00000269759	NA	HGNC:7449
11168_3	MEG10	Multiple epidermal growth factor-like domains protein 10	MEGF10	NA	Yes	Q96KG7	human	Protein	ENSG00000145794	NA	HGNC:29634
11171_25	filamin A	Filamin-A	FLNA	NA	Yes	P21333	human	Protein	ENSG00000196924	2316	HGNC:3754
11173_29	MILR1	Allergin-1	MILR1	NA	Yes	Q7Z6M3	human	Protein	ENSG00000263304	NA	HGNC:27570
11174_8	THS7A	Thrombospondin type-1 domain-containing protein 7A	THSD7A	NA	Yes	Q9UPZ6	human	Protein	ENSG00000005108	221981	HGNC:22207
11175_45	PCAT2	Lysophosphatidylcholine acyltransferase 2	LPCAT2	NA	Yes	Q7L5N7	human	Protein	ENSG00000087253	NA	HGNC:26032
11177_16	K2C5	Keratin, type II cytoskeletal 5	KRT5	NA	Yes	P13647	human	Protein	ENSG00000186081	3852	HGNC:6442
11178_21	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	SVEP1	NA	Yes	Q4LDE5	human	Protein	ENSG00000165124	79987	HGNC:15985
11179_7	TSSK1	Testis-specific serine/threonine-protein kinase 1	TSSK1B	NA	Yes	Q9BXA7	human	Protein	ENSG00000212122	83942	HGNC:14968
11180_17	SMRC1	SWI/SNF complex subunit SMARCC1	SMARCC1	NA	Yes	Q92922	human	Protein	ENSG00000173473	NA	HGNC:11104
11185_145	GCH1	GTP cyclohydrolase 1	GCH1	NA	Yes	P30793	human	Protein	ENSG00000131979	NA	HGNC:4193
11186_12	TMM52	Transmembrane protein 52	TMEM52	NA	Yes	Q8NDY8	human	Protein	ENSG00000178821	NA	HGNC:27916
11187_11	CL12A	C-type lectin domain family 12 member A	CLEC12A	NA	Yes	Q5QGZ9	human	Protein	ENSG00000172322	NA	HGNC:31713
11190_129	YMEL1	ATP-dependent zinc metalloprotease YME1L1	YME1L1	NA	Yes	Q96TA2	human	Protein	ENSG00000136758	NA	HGNC:12843
11192_168	TINAL	Tubulointerstitial nephritis antigen-like	TINAGL1	NA	Yes	Q9GZM7	human	Protein	ENSG00000142910	64129	HGNC:19168
11193_27	HNF1A	Hepatocyte nuclear factor 1-alpha	HNF1A	NA	Yes	P20823	human	Protein	ENSG00000135100	NA	HGNC:11621
11194_6	SIT1	Signaling threshold-regulating transmembrane adapter 1	SIT1	NA	Yes	Q9Y3P8	human	Protein	ENSG00000137078	27240	HGNC:17710
11196_31	Collagen alpha-3(VI)	Collagen alpha-3(VI) chain	COL6A3	NA	Yes	P12111	human	Protein	ENSG00000163359	1293	HGNC:2213
11198_37	CR3L1	Cyclic AMP-responsive element-binding protein 3-like protein 1	CREB3L1	NA	Yes	Q96BA8	human	Protein	ENSG00000157613	90993	HGNC:18856
11201_19	TRUA	tRNA pseudouridine synthase A, mitochondrial	PUS1	NA	Yes	Q9Y606	human	Protein	ENSG00000177192	NA	HGNC:15508
11202_70	TBX5	T-box transcription factor TBX5	TBX5	NA	Yes	Q99593	human	Protein	ENSG00000089225	NA	HGNC:11604
11204_80	CXAR	Coxsackievirus and adenovirus receptor	CXADR	NA	Yes	P78310	human	Protein	ENSG00000154639	1525	HGNC:2559
11205_10	Integrin beta-7	Integrin beta-7	ITGB7	NA	Yes	P26010	human	Protein	ENSG00000139626	3695	HGNC:6162
11207_3	Macrophage scavenger receptor	Macrophage scavenger receptor types I and II	MSR1	NA	Yes	P21757	human	Protein	ENSG00000038945	4481	HGNC:7376
11208_15	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	NA	Yes	Q9UK23	human	Protein	ENSG00000103174	NA	HGNC:17378
11211_7	TBCE	Tubulin-specific chaperone E	TBCE	NA	Yes	Q15813	human	Protein	ENSG00000116957	NA	HGNC:11582
11212_7	TXND5	Thioredoxin domain-containing protein 5	TXNDC5	NA	Yes	Q8NBS9	human	Protein	ENSG00000239264	81567	HGNC:21073
11214_40	DNJB9	DnaJ homolog subfamily B member 9	DNAJB9	NA	Yes	Q9UBS3	human	Protein	ENSG00000128590	NA	HGNC:6968
11215_6	CAD15	Cadherin-15	CDH15	NA	Yes	P55291	human	Protein	ENSG00000129910	1013	HGNC:1754
11217_16	CTBP1	C-terminal-binding protein 1	CTBP1	NA	Yes	Q13363	human	Protein	ENSG00000159692	1487	HGNC:2494
11218_84	TPMT	Thiopurine S-methyltransferase	TPMT	NA	Yes	P51580	human	Protein	ENSG00000137364	NA	HGNC:12014
11219_95	FGFP3	Fibroblast growth factor-binding protein 3	FGFBP3	NA	Yes	Q8TAT2	human	Protein	ENSG00000174721	143282	HGNC:23428
11220_53	CJ105	Uncharacterized protein C10orf105	C10orf105	NA	Yes	Q8TEF2	human	Protein	ENSG00000214688	NA	HGNC:20304
11222_62	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
11223_1	TM154	Transmembrane protein 154	TMEM154	NA	Yes	Q6P9G4	human	Protein	ENSG00000170006	NA	HGNC:26489
11226_16	UBE3A	Ubiquitin-protein ligase E3A	UBE3A	NA	Yes	Q05086	human	Protein	ENSG00000114062	NA	HGNC:12496
11227_31	TBL2	Transducin beta-like protein 2	TBL2	NA	Yes	Q9Y4P3	human	Protein	ENSG00000263049	NA	HGNC:11586
11228_37	RIC3	Protein RIC-3	RIC3	NA	Yes	Q7Z5B4	human	Protein	ENSG00000166405	79608	HGNC:30338
11229_16	ERN1	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	NA	Yes	O75460	human	Protein	ENSG00000178607	2081	HGNC:3449
11230_12	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
11231_12	ADXL	Adrenodoxin-like protein, mitochondrial	FDX1L	NA	Yes	Q6P4F2	human	Protein	ENSG00000267673	112812	HGNC:30546
11237_49	PCOC1	Procollagen C-endopeptidase enhancer 1	PCOLCE	NA	Yes	Q15113	human	Protein	ENSG00000106333	5118	HGNC:8738
11239_49	TMPS6	Transmembrane protease serine 6	TMPRSS6	NA	Yes	Q8IU80	human	Protein	ENSG00000187045	NA	HGNC:16517
11241_8	ARLY	Argininosuccinate lyase	ASL	NA	Yes	P04424	human	Protein	ENSG00000126522	435	HGNC:746
11242_33	TGM1	Protein-glutamine gamma-glutamyltransferase K	TGM1	NA	Yes	P22735	human	Protein	ENSG00000092295	NA	HGNC:11777
11243_90	GPR110	Adhesion G-protein coupled receptor F1	ADGRF1	NA	Yes	Q5T601	human	Protein	ENSG00000153292	NA	HGNC:18990
11247_20	NAGS	N-acetylglutamate synthase, mitochondrial	NAGS	NA	Yes	Q8N159	human	Protein	ENSG00000161653	NA	HGNC:17996
11248_43	HEM4	Uroporphyrinogen-III synthase	UROS	NA	Yes	P10746	human	Protein	ENSG00000188690	NA	HGNC:12592
11252_30	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	LRCH4	NA	Yes	O75427	human	Protein	ENSG00000077454	4034	HGNC:6691
11254_13	PPN	Papilin	PAPLN	NA	Yes	O95428	human	Protein	ENSG00000100767	89932	HGNC:19262
11257_1	DHPR	Dihydropteridine reductase	QDPR	NA	Yes	P09417	human	Protein	ENSG00000151552	5860	HGNC:9752
11258_41	MAdCAM-1	Mucosal addressin cell adhesion molecule 1	MADCAM1	NA	Yes	Q13477	human	Protein	ENSG00000099866	8174	HGNC:6765
11260_47	SPA4L	SUN domain-containing protein 5	SUN5	NA	Yes	Q8TC36	human	Protein	ENSG00000167098	140732	HGNC:16252
11262_39	TRABD	TraB domain-containing protein	TRABD	NA	Yes	Q9H4I3	human	Protein	ENSG00000170638	NA	HGNC:28805
11263_57	CASQ1	Calsequestrin-1	CASQ1	NA	Yes	P31415	human	Protein	ENSG00000143318	NA	HGNC:1512
11264_33	XDH	Xanthine dehydrogenase/oxidase	XDH	NA	Yes	P47989	human	Protein	ENSG00000158125	NA	HGNC:12805
11265_8	Retinal dehydrogenase 1	Retinal dehydrogenase 1	ALDH1A1	NA	Yes	P00352	human	Protein	ENSG00000165092	216	HGNC:402
11266_8	SELPL	P-selectin glycoprotein ligand 1	SELPLG	NA	Yes	Q14242	human	Protein	ENSG00000110876	6404	HGNC:10722
11270_17	CHC10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	CHCHD10	NA	Yes	Q8WYQ3	human	Protein	ENSG00000250479	NA	HGNC:15559
11273_176	GSTT2	Glutathione S-transferase theta-2B	GSTT2B	NA	Yes	P0CG30	human	Protein	NA	2953	HGNC:33437
11275_94	LRP1B	Low-density lipoprotein receptor-related protein 1B	LRP1B	NA	Yes	Q9NZR2	human	Protein	ENSG00000168702	53353	HGNC:6693
